Source,Taxon,Country,Accession,Latitude,Longitude,Elevation,Stratification_temperature,Stratification_days,Stratification,Scarification,GA3,Light,Dish,Tmax,Tmin,Photoperiod,Sown,Germinated,Normal
Venn plate,Epacris paludosa,Australia,Single,-33.970278,150.05575,1170,NA,0,N,N,N,Y,9,19.88,19.88,12,20,2,19
Venn plate,Epacris paludosa,Australia,Single,-33.970278,150.05575,1170,NA,0,N,N,N,Y,10,25.17,25.17,12,20,7,22
Venn plate,Epacris paludosa,Australia,Single,-33.970278,150.05575,1170,NA,0,N,N,N,Y,11,28.26,28.26,12,20,5,19
Venn plate,Epacris paludosa,Australia,Single,-33.970278,150.05575,1170,NA,0,N,N,N,Y,12,33.5,33.5,12,20,6,20
Venn plate,Epacris paludosa,Australia,Single,-33.970278,150.05575,1170,NA,0,N,N,N,Y,13,10.99,10.99,12,20,4,20
Venn plate,Epacris paludosa,Australia,Single,-33.970278,150.05575,1170,NA,0,N,N,N,Y,14,16.4,16.4,12,20,1,20
Venn plate,Epacris paludosa,Australia,Single,-33.970278,150.05575,1170,NA,0,N,N,N,Y,15,19.88,19.88,12,20,1,20
Venn plate,Epacris paludosa,Australia,Single,-33.970278,150.05575,1170,NA,0,N,N,N,Y,16,25.17,25.17,12,20,19,20
Venn plate,Epacris paludosa,Australia,Single,-33.970278,150.05575,1170,NA,0,N,N,N,Y,17,28.26,28.26,12,20,12,20
Venn plate,Epacris paludosa,Australia,Single,-33.970278,150.05575,1170,NA,0,N,N,N,Y,18,33.5,33.5,12,20,3,20
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,1,8.5,8.5,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,2,13.7,13.7,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,3,18.4,18.4,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,4,22.5,22.5,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,5,26.7,26.7,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,6,30.88,30.88,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,7,8.5,8.5,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,8,13.7,13.7,12,10,2,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,9,18.4,18.4,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,10,22.5,22.5,12,10,4,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,11,26.7,26.7,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,12,30.88,30.88,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,13,8.5,8.5,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,14,13.7,13.7,12,10,1,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,15,18.4,18.4,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,16,22.5,22.5,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,17,26.7,26.7,12,10,0,10
Venn plate,Kunzea mueleri,Australia,Single,-36.051083,148.521667,1490,NA,0,N,N,N,Y,18,30.88,30.88,12,10,0,10
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,1,10.99,10.99,12,20,2,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,2,16.4,16.4,12,20,3,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,3,19.88,19.88,12,20,7,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,4,25.17,25.17,12,20,18,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,5,28.26,28.26,12,20,2,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,6,33.5,33.5,12,20,0,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,7,10.99,10.99,12,20,0,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,8,16.4,16.4,12,20,6,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,9,19.88,19.88,12,20,15,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,10,25.17,25.17,12,20,18,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,11,28.26,28.26,12,20,7,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,12,33.5,33.5,12,20,0,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,13,10.99,10.99,12,20,0,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,14,16.4,16.4,12,20,3,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,15,19.88,19.88,12,20,11,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,16,25.17,25.17,12,20,12,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,17,28.26,28.26,12,20,7,20
Venn plate,Olearia algida,Australia,Single,-36.432111,148.327944,1850,NA,0,N,N,N,Y,18,33.5,33.5,12,20,0,20
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,1,8,8,12,20,0,13
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,2,13,13,12,20,1,10
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,3,17.5,17.5,12,20,7,18
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,4,22,22,12,20,1,12
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,5,26,26,12,20,5,16
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,6,30,30,12,20,8,10
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,7,35,35,12,20,0,6
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,8,8,8,12,20,0,13
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,9,13,13,12,20,1,14
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,10,17.5,17.5,12,20,3,8
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,11,22,22,12,20,8,17
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,12,26,26,12,20,8,16
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,13,30,30,12,20,12,16
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,14,35,35,12,20,0,17
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,15,8,8,12,20,0,16
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,16,13,13,12,20,1,16
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,17,17.5,17.5,12,20,3,14
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,18,22,22,12,20,7,13
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,19,26,26,12,20,13,17
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,20,30,30,12,20,7,13
Venn plate,Richea continentis,Australia,Single,-37.8291667,146.291667,1560,NA,0,N,N,N,Y,21,35,35,12,20,0,4
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,1,10,10,12,20,0,18
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,2,16,16,12,20,0,19
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,3,19,19,12,20,1,16
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,4,25,25,12,20,1,19
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,5,27,27,12,20,5,11
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,6,34,34,12,20,5,10
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,7,36,36,12,20,0,15
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,8,10,10,12,20,0,20
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,9,16,16,12,20,0,18
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,10,19,19,12,20,3,17
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,11,25,25,12,20,1,16
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,12,27,27,12,20,7,9
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,13,34,34,12,20,5,10
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,14,36,36,12,20,0,20
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,15,10,10,12,20,0,18
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,16,16,16,12,20,1,19
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,17,19,19,12,20,3,13
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,18,25,25,12,20,7,10
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,19,27,27,12,20,2,16
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,20,34,34,12,20,12,12
Venn plate,Ozothamnus alpina,Australia,Single,-36.8767,147.2408,1840,NA,0,N,N,N,Y,21,36,36,12,20,0,18
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,1,10,10,12,20,0,8
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,2,16,16,12,20,0,14
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,3,19,19,12,20,1,4
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,4,25,25,12,20,0,12
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,5,27,27,12,20,0,12
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,6,34,34,12,20,1,15
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,7,36,36,12,20,1,5
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,8,10,10,12,20,0,10
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,9,16,16,12,20,0,6
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,10,19,19,12,20,0,7
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,11,25,25,12,20,1,10
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,12,27,27,12,20,0,20
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,13,34,34,12,20,0,12
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,14,36,36,12,20,2,10
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,15,10,10,12,20,0,9
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,16,16,16,12,20,0,11
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,17,19,19,12,20,0,14
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,18,25,25,12,20,2,11
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,19,27,27,12,20,0,8
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,20,34,34,12,20,8,14
Venn plate,Epacris petrophilla,Australia,Single,,,,NA,0,N,N,N,Y,21,36,36,12,20,0,10
Venn cool fridge,Brachyscome rigidula,Australia,KB2,,,,NA,0,N,N,N,Y,1,12,10,14,20,9,20
Venn cool fridge,Brachyscome rigidula,Australia,KB2,,,,NA,0,N,N,N,Y,2,12,10,14,20,11,20
Venn cool fridge,Brachyscome rigidula,Australia,KB2,,,,NA,0,N,N,N,Y,3,12,10,14,20,8,11
Venn cool fridge,Brachyscome rigidula,Australia,KB2,,,,NA,0,N,N,N,Y,4,12,10,14,20,7,9
Venn cool fridge,Brachyscome rigidula,Australia,KB2,,,,NA,0,N,N,N,Y,5,12,10,14,20,16,20
Venn cool fridge,Brachyscome rigidula,Australia,KB2,,,,NA,0,N,N,N,Y,6,12,10,14,20,15,20
Venn cool fridge,Brachyscome rigidula,Australia,KB2,,,,NA,0,N,N,N,Y,7,12,10,14,20,11,20
Venn cool fridge,Brachyscome rigidula,Australia,KB2,,,,NA,0,N,N,N,Y,8,12,10,14,20,12,20
Venn cool fridge,Brachyscome rigidula,Australia,Bogong,,,,NA,0,N,N,N,Y,1,12,10,14,20,18,20
Venn cool fridge,Brachyscome rigidula,Australia,Bogong,,,,NA,0,N,N,N,Y,2,12,10,14,20,16,19
Venn cool fridge,Brachyscome rigidula,Australia,Bogong,,,,NA,0,N,N,N,Y,3,12,10,14,20,16,20
Venn cool fridge,Brachyscome rigidula,Australia,Bogong,,,,NA,0,N,N,N,Y,4,12,10,14,20,16,20
Venn cool fridge,Brachyscome rigidula,Australia,Bogong,,,,NA,0,N,N,N,Y,5,12,10,14,20,10,13
Venn cool fridge,Brachyscome rigidula,Australia,Bogong,,,,NA,0,N,N,N,Y,6,12,10,14,20,16,20
Venn cool fridge,Brachyscome rigidula,Australia,Bogong,,,,NA,0,N,N,N,Y,15,12,10,14,20,19,19
Venn cool fridge,Brachyscome rigidula,Australia,Bogong,,,,NA,0,N,N,N,Y,16,12,10,14,20,19,20
Venn cool fridge,Brachyscome rigidula,Australia,Bluff,,,,NA,0,N,N,N,Y,8,12,10,14,20,18,20
Venn cool fridge,Brachyscome rigidula,Australia,Bluff,,,,NA,0,N,N,N,Y,10,12,10,14,20,19,20
Venn cool fridge,Brachyscome rigidula,Australia,Bluff,,,,NA,0,N,N,N,Y,11,12,10,14,20,17,20
Venn cool fridge,Brachyscome rigidula,Australia,Bluff,,,,NA,0,N,N,N,Y,12,12,10,14,20,16,20
Venn cool fridge,Brachyscome rigidula,Australia,Bluff,,,,NA,0,N,N,N,Y,13,12,10,14,20,18,20
Venn cool fridge,Brachyscome rigidula,Australia,Bluff,,,,NA,0,N,N,N,Y,14,12,10,14,20,18,19
Venn cool fridge,Brachyscome rigidula,Australia,Bluff,,,,NA,0,N,N,N,Y,15,12,10,14,20,18,19
Venn cool fridge,Brachyscome rigidula,Australia,Bluff,,,,NA,0,N,N,N,Y,16,12,10,14,20,17,20
Venn cool fridge,Brachyscome rigidula,Australia,Magdala,,,,NA,0,N,N,N,Y,1,12,10,14,20,18,20
Venn cool fridge,Brachyscome rigidula,Australia,Magdala,,,,NA,0,N,N,N,Y,2,12,10,14,20,13,20
Venn cool fridge,Brachyscome rigidula,Australia,Magdala,,,,NA,0,N,N,N,Y,3,12,10,14,20,12,20
Venn cool fridge,Brachyscome rigidula,Australia,Magdala,,,,NA,0,N,N,N,Y,4,12,10,14,20,18,20
Venn cool fridge,Brachyscome rigidula,Australia,Magdala,,,,NA,0,N,N,N,Y,5,12,10,14,20,16,20
Venn cool fridge,Brachyscome rigidula,Australia,Magdala,,,,NA,0,N,N,N,Y,6,12,10,14,20,14,20
Venn cool fridge,Brachyscome rigidula,Australia,Magdala,,,,NA,0,N,N,N,Y,7,12,10,14,20,14,20
Venn cool fridge,Brachyscome rigidula,Australia,Magdala,,,,NA,0,N,N,N,Y,8,12,10,14,20,9,20
Venn cool fridge,Brachyscome rigidula,Australia,Hotham,,,,NA,0,N,N,N,Y,1,12,10,14,20,16,16
Venn cool fridge,Brachyscome rigidula,Australia,Hotham,,,,NA,0,N,N,N,Y,2,12,10,14,20,19,20
Venn cool fridge,Brachyscome rigidula,Australia,Hotham,,,,NA,0,N,N,N,Y,3,12,10,14,20,16,20
Venn cool fridge,Brachyscome rigidula,Australia,Hotham,,,,NA,0,N,N,N,Y,4,12,10,14,20,18,20
Venn cool fridge,Brachyscome rigidula,Australia,Hotham,,,,NA,0,N,N,N,Y,5,12,10,14,20,16,20
Venn cool fridge,Brachyscome rigidula,Australia,Hotham,,,,NA,0,N,N,N,Y,6,12,10,14,20,17,17
Venn cool fridge,Brachyscome rigidula,Australia,Hotham,,,,NA,0,N,N,N,Y,7,12,10,14,20,18,20
Venn cool fridge,Brachyscome rigidula,Australia,Hotham,,,,NA,0,N,N,N,Y,8,12,10,14,20,14,20
Venn cool fridge,Brachyscome rigidula,Australia,Buller,,,,NA,0,N,N,N,Y,1,12,10,14,20,17,20
Venn cool fridge,Brachyscome rigidula,Australia,Buller,,,,NA,0,N,N,N,Y,2,12,10,14,20,19,20
Venn cool fridge,Brachyscome rigidula,Australia,Buller,,,,NA,0,N,N,N,Y,3,12,10,14,20,14,20
Venn cool fridge,Brachyscome rigidula,Australia,Buller,,,,NA,0,N,N,N,Y,4,12,10,14,20,15,20
Venn cool fridge,Brachyscome rigidula,Australia,Buller,,,,NA,0,N,N,N,Y,5,12,10,14,20,12,20
Venn cool fridge,Brachyscome rigidula,Australia,Buller,,,,NA,0,N,N,N,Y,6,12,10,14,20,17,20
Venn cool fridge,Brachyscome rigidula,Australia,Buller,,,,NA,0,N,N,N,Y,7,12,10,14,20,18,18
Venn cool fridge,Brachyscome rigidula,Australia,Buller,,,,NA,0,N,N,N,Y,8,12,10,14,20,16,20
Venn cool fridge,Brachyscome rigidula,Australia,HWP,,,,NA,0,N,N,N,Y,1,12,10,14,20,17,20
Venn cool fridge,Brachyscome rigidula,Australia,HWP,,,,NA,0,N,N,N,Y,2,12,10,14,20,18,20
Venn cool fridge,Brachyscome rigidula,Australia,HWP,,,,NA,0,N,N,N,Y,3,12,10,14,20,18,19
Venn cool fridge,Brachyscome rigidula,Australia,HWP,,,,NA,0,N,N,N,Y,4,12,10,14,20,18,20
Venn cool fridge,Brachyscome rigidula,Australia,HWP,,,,NA,0,N,N,N,Y,5,12,10,14,20,18,20
Venn cool fridge,Brachyscome rigidula,Australia,HWP,,,,NA,0,N,N,N,Y,6,12,10,14,20,15,20
Venn cool fridge,Brachyscome rigidula,Australia,HWP,,,,NA,0,N,N,N,Y,7,12,10,14,20,16,20
Venn cool fridge,Brachyscome rigidula,Australia,HWP,,,,NA,0,N,N,N,Y,8,12,10,14,20,17,20
Venn cool fridge,Brachyscome rigidula,Australia,McKay,,,,NA,0,N,N,N,Y,1,12,10,14,20,8,19
Venn cool fridge,Brachyscome rigidula,Australia,McKay,,,,NA,0,N,N,N,Y,2,12,10,14,20,7,20
Venn cool fridge,Brachyscome rigidula,Australia,McKay,,,,NA,0,N,N,N,Y,3,12,10,14,20,14,20
Venn cool fridge,Brachyscome rigidula,Australia,McKay,,,,NA,0,N,N,N,Y,4,12,10,14,20,10,19
Venn cool fridge,Brachyscome rigidula,Australia,McKay,,,,NA,0,N,N,N,Y,5,12,10,14,20,11,17
Venn cool fridge,Brachyscome rigidula,Australia,McKay,,,,NA,0,N,N,N,Y,6,12,10,14,20,12,20
Venn cool fridge,Brachyscome rigidula,Australia,McKay,,,,NA,0,N,N,N,Y,7,12,10,14,20,6,20
Venn cool fridge,Brachyscome rigidula,Australia,McKay,,,,NA,0,N,N,N,Y,8,12,10,14,20,14,20
Venn cool fridge,Brachyscome rigidula,Australia,Stirling,,,,NA,0,N,N,N,Y,1,12,10,14,20,12,20
Venn cool fridge,Brachyscome rigidula,Australia,Stirling,,,,NA,0,N,N,N,Y,2,12,10,14,20,13,20
Venn cool fridge,Brachyscome rigidula,Australia,Stirling,,,,NA,0,N,N,N,Y,3,12,10,14,20,8,20
Venn cool fridge,Brachyscome rigidula,Australia,Stirling,,,,NA,0,N,N,N,Y,4,12,10,14,20,11,20
Venn cool fridge,Brachyscome rigidula,Australia,Stirling,,,,NA,0,N,N,N,Y,5,12,10,14,20,13,20
Venn cool fridge,Brachyscome rigidula,Australia,Stirling,,,,NA,0,N,N,N,Y,6,12,10,14,20,11,19
Venn cool fridge,Brachyscome rigidula,Australia,Stirling,,,,NA,0,N,N,N,Y,7,12,10,14,20,10,19
Venn cool fridge,Brachyscome rigidula,Australia,Stirling,,,,NA,0,N,N,N,Y,8,12,10,14,20,13,20
Venn cool fridge,Xerochrysum subundulatum,Australia,Speculation,,,,NA,0,N,N,N,Y,1,12,10,14,20,12,20
Venn cool fridge,Xerochrysum subundulatum,Australia,Speculation,,,,NA,0,N,N,N,Y,2,12,10,14,20,15,19
Venn cool fridge,Xerochrysum subundulatum,Australia,Speculation,,,,NA,0,N,N,N,Y,3,12,10,14,20,14,20
Venn cool fridge,Xerochrysum subundulatum,Australia,Speculation,,,,NA,0,N,N,N,Y,4,12,10,14,20,16,20
Venn cool fridge,Xerochrysum subundulatum,Australia,Speculation,,,,NA,0,N,N,N,Y,5,12,10,14,20,15,20
Venn cool fridge,Xerochrysum subundulatum,Australia,Speculation,,,,NA,0,N,N,N,Y,6,12,10,14,20,17,20
Venn cool fridge,Xerochrysum subundulatum,Australia,Speculation,,,,NA,0,N,N,N,Y,7,12,10,14,20,15,20
Venn cool fridge,Xerochrysum subundulatum,Australia,Speculation,,,,NA,0,N,N,N,Y,8,12,10,14,20,16,19
Venn cool fridge,Xerochrysum subundulatum,Australia,Hotham,,,,NA,0,N,N,N,Y,1,12,10,14,20,13,20
Venn cool fridge,Xerochrysum subundulatum,Australia,Hotham,,,,NA,0,N,N,N,Y,2,12,10,14,20,17,20
Venn cool fridge,Xerochrysum subundulatum,Australia,Hotham,,,,NA,0,N,N,N,Y,3,12,10,14,20,15,20
Venn cool fridge,Xerochrysum subundulatum,Australia,Hotham,,,,NA,0,N,N,N,Y,4,12,10,14,20,17,20
