Species,Region,Source,Population,Latitude,Longitude,Min.elevation,Max.elevation,Treeline,Alpine,Scarification,GA3,Stratification,Light,Alternating,Tmean,Temperature,Germinated,Germinable
Achillea_erba-rotta,Southern_Alps,Mondoni,Population_7,45.83269,6.866233,1390,3250,1880,Strict,N,N,Y,Y,Y,7.5,5,7,28
Achillea_erba-rotta,Southern_Alps,Mondoni,Population_7,45.83269,6.866233,1390,3250,1880,Strict,N,N,Y,Y,Y,15,15,26,26
Achillea_erba-rotta,Southern_Alps,Mondoni,Population_7,45.83269,6.866233,1390,3250,1880,Strict,N,N,Y,Y,Y,20,20,30,30
Achillea_erba-rotta,Southern_Alps,Mondoni,Population_8,45.83269,6.866233,1390,3250,1880,Strict,N,N,N,Y,N,25,25,11,24
Achillea_erba-rotta,Southern_Alps,Mondoni,Population_8,45.83269,6.866233,1390,3250,1880,Strict,N,N,N,Y,Y,25,25,20,29
Achillea_erba-rotta,Southern_Alps,Mondoni,Population_8,45.83269,6.866233,1390,3250,1880,Strict,N,Y,N,Y,N,25,25,21,22
Achillea_erba-rotta,Southern_Alps,Mondoni,Population_8,45.83269,6.866233,1390,3250,1880,Strict,N,Y,N,Y,Y,25,25,115,126
Achillea_erba-rotta,Southern_Alps,Mondoni,Population_9,45.83269,6.866233,1390,3250,1880,Strict,N,N,Y,Y,N,20,20,44,47
Achillea_erba-rotta,Southern_Alps,Mondoni,Population_9,45.83269,6.866233,1390,3250,1880,Strict,N,Y,N,Y,Y,20,20,22,22
Achillea_nana,Southern_Alps,Tudela,Population_12,45.83269,6.866233,1880,3250,1880,Strict,N,N,N,N,N,0,0,0,60
Achillea_nana,Southern_Alps,Tudela,Population_12,45.83269,6.866233,1880,3250,1880,Strict,N,N,N,Y,Y,10,10,2,60
Achillea_nana,Southern_Alps,Tudela,Population_12,45.83269,6.866233,1880,3250,1880,Strict,N,N,N,Y,Y,20,20,23,60
Achillea_nana,Southern_Alps,Tudela,Population_12,45.83269,6.866233,1880,3250,1880,Strict,N,N,Y,Y,Y,10,10,98,120
Achillea_nana,Southern_Alps,Tudela,Population_12,45.83269,6.866233,1880,3250,1880,Strict,N,N,Y,Y,Y,20,20,112,120
Achillea_nana,Southern_Alps,Tudela,Population_12,45.83269,6.866233,1880,3250,1880,Strict,N,Y,N,Y,Y,20,20,22,60
Aciphylla_glacialis,Australian_Alps,Satyanti,Population_305,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,Y,Y,20,20,0,45
Aciphylla_glacialis,Australian_Alps,Satyanti,Population_305,-36.455887,148.263612,1600,2230,1750,Strict,N,Y,N,Y,Y,20,20,27,47
Aciphylla_glacialis,Australian_Alps,Satyanti,Population_317,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,Y,Y,20,20,0,44
Aciphylla_glacialis,Australian_Alps,Satyanti,Population_317,-36.455887,148.263612,1600,2230,1750,Strict,N,N,Warm,Y,Y,20,20,0,25
Aciphylla_glacialis,Australian_Alps,Satyanti,Population_317,-36.455887,148.263612,1600,2230,1750,Strict,N,Y,N,Y,Y,20,20,29,51
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,Y,N,2.5,0,67,70
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,Y,N,5,5,42,104
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,Y,N,10,10,0,51
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,Y,N,15,15,0,64
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,Y,N,20,20,0,64
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,Y,N,25,25,9,71
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,Y,Y,12.5,10,0,66
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,Y,Y,15,15,0,106
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,N,Y,Y,N,10,10,137,245
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,N,Y,Y,N,15,15,117,231
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,N,Y,Y,N,20,20,86,188
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,N,Y,Y,N,25,25,129,210
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,N,Y,Y,Y,15,15,47,217
Aciphylla_glacialis,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,1600,2230,1750,Strict,N,Y,N,Y,Y,15,15,49,107
Aciphylla_glacialis,Australian_Alps,Venn,Population_306,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,N,N,2,0,45,58
Aciphylla_glacialis,Australian_Alps,Venn,Population_307,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,N,N,2,0,25,50
Aciphylla_glacialis,Australian_Alps,Venn,Population_308,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,N,N,2,0,48,69
Aciphylla_glacialis,Australian_Alps,Venn,Population_310,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,N,N,2,0,27,30
Aciphylla_glacialis,Australian_Alps,Venn,Population_311,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,N,N,2,0,27,30
Aciphylla_glacialis,Australian_Alps,Venn,Population_312,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,N,N,2,0,49,70
Aciphylla_glacialis,Australian_Alps,Venn,Population_313,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,N,N,2,0,15,60
Aciphylla_glacialis,Australian_Alps,Venn,Population_314,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,N,N,2,0,35,50
Aciphylla_glacialis,Australian_Alps,Venn,Population_315,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,N,N,2,0,45,60
Aciphylla_glacialis,Australian_Alps,Venn,Population_316,-36.455887,148.263612,1600,2230,1750,Strict,N,N,N,N,N,2,0,15,40
Aciphylla_simplicifolia,Australian_Alps,Satyanti,Population_318,-36.455887,148.263612,500,1880,1750,Generalist,N,N,N,Y,Y,20,20,4,50
Aciphylla_simplicifolia,Australian_Alps,Satyanti,Population_318,-36.455887,148.263612,500,1880,1750,Generalist,N,N,Warm,Y,Y,20,20,0,25
Aciphylla_simplicifolia,Australian_Alps,Satyanti,Population_318,-36.455887,148.263612,500,1880,1750,Generalist,N,Y,N,Y,Y,20,20,36,54
Aciphylla_simplicifolia,Australian_Alps,Satyanti,Population_319,-36.455887,148.263612,500,1880,1750,Generalist,N,N,N,Y,Y,20,20,0,56
Aciphylla_simplicifolia,Australian_Alps,Satyanti,Population_319,-36.455887,148.263612,500,1880,1750,Generalist,N,Y,N,Y,Y,20,20,17,42
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,N,N,Y,N,2.5,0,37,58
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,N,N,Y,N,10,10,0,39
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,N,N,Y,N,15,15,0,38
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,N,N,Y,N,20,20,0,57
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,N,N,Y,N,25,25,0,54
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,N,N,Y,Y,12.5,10,0,57
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,N,N,Y,Y,15,15,0,57
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,N,Y,Y,N,10,10,96,251
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,N,Y,Y,N,15,15,56,158
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,N,Y,Y,N,20,20,36,192
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,N,Y,Y,N,25,25,36,164
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,N,Y,Y,Y,12.5,10,74,249
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,N,Y,Y,Y,15,15,46,194
Aciphylla_simplicifolia,Australian_Alps,Sommerville,Population_309,-36.455887,148.263612,500,1880,1750,Generalist,N,Y,N,Y,Y,15,15,20,75
Aconitum_brunneum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,3000,4300,4250,Strict,N,N,N,Y,Y,5,5,48,100
Aconitum_brunneum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,3000,4300,4250,Strict,N,N,N,Y,Y,10,10,28,150
Aconitum_brunneum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,3000,4300,4250,Strict,N,N,N,Y,Y,12.5,10,30,250
Aconitum_tanguticum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,3200,4800,4250,Strict,N,N,N,Y,Y,5,5,2,100
Aconitum_tanguticum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,3200,4800,4250,Strict,N,N,N,Y,Y,10,10,0,50
Acronema_chinense,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,3200,4900,4250,Strict,N,N,N,Y,Y,12.5,10,68,150
Adenophora_himalayana,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2500,4700,4250,Generalist,N,N,N,Y,Y,5,5,68,150
Adenophora_himalayana,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2500,4700,4250,Generalist,N,N,N,Y,Y,10,10,111,150
Adenophora_himalayana,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2500,4700,4250,Generalist,N,N,N,Y,Y,12.5,10,126,150
Adenophora_liliifolioides,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2400,4600,4250,Generalist,N,N,N,Y,Y,12.5,10,75,100
Adesmia_emarginata,Southern_Andes,Briceño,Population_470,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,N,Y,Y,16,15,76,120
Adesmia_emarginata,Southern_Andes,Briceño,Population_470,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,Warm,Y,Y,16,15,85,90
Adesmia_emarginata,Southern_Andes,Briceño,Population_471,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,N,Y,Y,16,15,38,60
Adesmia_emarginata,Southern_Andes,Briceño,Population_471,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,Warm,Y,Y,16,15,80,90
Adesmia_emarginata,Southern_Andes,Briceño,Population_472,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,N,Y,Y,16,15,66,90
Adesmia_emarginata,Southern_Andes,Briceño,Population_472,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,Warm,Y,Y,16,15,106,120
Adesmia_emarginata,Southern_Andes,Briceño,Population_473,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,N,Y,Y,16,15,86,120
Adesmia_emarginata,Southern_Andes,Briceño,Population_473,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,Warm,Y,Y,16,15,58,60
Adesmia_emarginata,Southern_Andes,Briceño,Population_474,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,N,Y,Y,16,15,53,90
Adesmia_emarginata,Southern_Andes,Briceño,Population_474,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,Warm,Y,Y,16,15,105,120
Adesmia_emarginata,Southern_Andes,Briceño,Population_475,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,N,Y,Y,16,15,84,120
Adesmia_emarginata,Southern_Andes,Briceño,Population_475,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,Warm,Y,Y,16,15,84,90
Adesmia_emarginata,Southern_Andes,Briceño,Population_476,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,N,Y,Y,16,15,79,120
Adesmia_emarginata,Southern_Andes,Briceño,Population_476,-39.909752,-72.03853,200,2700,1500,Generalist,N,N,Warm,Y,Y,16,15,57,60
Adesmia_longipes,Southern_Andes,Briceño,Population_477,-39.909752,-72.03853,1300,3200,1500,Strict,N,N,N,Y,Y,16,15,41,120
Adesmia_longipes,Southern_Andes,Briceño,Population_477,-39.909752,-72.03853,1300,3200,1500,Strict,N,N,Warm,Y,Y,16,15,92,120
Adesmia_radicifolia,Central_Andes,Cavieres,Population_469,-33.3352,-70.279283,0,3100,2600,Generalist,N,N,N,Y,Y,7.5,5,156,190
Adesmia_radicifolia,Central_Andes,Cavieres,Population_469,-33.3352,-70.279283,0,3100,2600,Generalist,N,N,Y,Y,Y,7.5,5,135,145
Adesmia_radicifolia,Central_Andes,Cavieres,Population_469,-33.3352,-70.279283,0,3100,2600,Generalist,N,N,Y,Y,Y,15,15,47,50
Agropyron_velutinum,Australian_Alps,Satyanti,Population_322,-36.455887,148.263612,770,2013,1750,Generalist,N,N,N,Y,Y,20,20,65,70
Agropyron_velutinum,Australian_Alps,Satyanti,Population_322,-36.455887,148.263612,770,2013,1750,Generalist,N,Y,N,Y,Y,20,20,20,36
Agrostis_alpina,Northern_Alps,Rosbakh,Population_296,47.54697626,12.89212124,1390,3250,1880,Strict,N,N,N,Y,Y,6.666666667,5,0,25
Agrostis_alpina,Northern_Alps,Rosbakh,Population_296,47.54697626,12.89212124,1390,3250,1880,Strict,N,N,N,Y,Y,10.66666667,10,7,86
Agrostis_alpina,Northern_Alps,Rosbakh,Population_296,47.54697626,12.89212124,1390,3250,1880,Strict,N,N,N,Y,Y,14.66666667,15,21,132
Agrostis_alpina,Northern_Alps,Rosbakh,Population_296,47.54697626,12.89212124,1390,3250,1880,Strict,N,N,N,Y,Y,18.66666667,20,30,117
Agrostis_alpina,Northern_Alps,Rosbakh,Population_296,47.54697626,12.89212124,1390,3250,1880,Strict,N,N,N,Y,Y,22.66666667,25,35,102
Agrostis_alpina,Northern_Alps,Rosbakh,Population_296,47.54697626,12.89212124,1390,3250,1880,Strict,N,N,N,Y,Y,26.66666667,25,68,131
Ajania_fruticulosa,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,500,4400,4250,Generalist,N,N,N,Y,Y,5,5,73,150
Ajania_fruticulosa,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,500,4400,4250,Generalist,N,N,N,Y,Y,10,10,71,150
Ajania_salicifolia,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2600,4600,4250,Generalist,N,N,N,Y,Y,12.5,10,96,100
Ajania_salicifolia,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2600,4600,4250,Generalist,N,N,N,Y,N,15,15,88,150
Ajania_salicifolia,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2600,4600,4250,Generalist,N,N,N,Y,Y,5.416666667,5,75,150
Ajania_salicifolia,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2600,4600,4250,Generalist,N,N,N,Y,Y,10.20833333,10,136,150
Ajania_tenuifolia,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2200,4600,4250,Generalist,N,N,N,Y,Y,5,5,122,150
Ajania_tenuifolia,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2200,4600,4250,Generalist,N,N,N,Y,Y,10,10,78,150
Ajania_tenuifolia,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2200,4600,4250,Generalist,N,N,N,Y,Y,12.5,10,143,150
Ajania_tenuifolia,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2200,4600,4250,Generalist,N,N,N,Y,N,15,15,93,150
Ajania_tenuifolia,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2200,4600,4250,Generalist,N,N,N,Y,Y,5.416666667,5,101,150
Ajania_tenuifolia,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2200,4600,4250,Generalist,N,N,N,Y,Y,10.20833333,10,83,150
Aletris_glandulifera,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,3300,4300,4250,Strict,N,N,N,Y,Y,12.5,10,71,150
Allium_chrysanthum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2000,4500,4250,Generalist,N,N,N,Y,Y,5,5,20,150
Allium_chrysanthum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2000,4500,4250,Generalist,N,N,N,Y,Y,10,10,65,150
Allium_chrysocephalum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,3400,4800,4250,Strict,N,N,N,Y,Y,12.5,10,135,150
Allium_cyaneum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2100,5000,4250,Generalist,N,N,N,Y,Y,5,5,123,150
Allium_cyaneum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2100,5000,4250,Generalist,N,N,N,Y,Y,10,10,150,150
Allium_cyaneum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2100,5000,4250,Generalist,N,N,N,Y,Y,12.5,10,50,50
Allium_cyaneum,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2100,5000,4250,Generalist,N,N,N,Y,N,15,15,63,150
Allium_cyaneum,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2100,5000,4250,Generalist,N,N,N,Y,Y,5.416666667,5,140,150
Allium_cyaneum,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2100,5000,4250,Generalist,N,N,N,Y,Y,10.20833333,10,147,150
Allium_cyathophorum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2700,4600,4250,Generalist,N,N,N,Y,Y,12.5,10,62,150
Allium_prattii,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2000,4900,4250,Generalist,N,N,N,Y,Y,5,5,0,50
Allium_prattii,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2000,4900,4250,Generalist,N,N,N,Y,Y,10,10,0,50
Allium_przewalskianum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2000,4800,4250,Generalist,N,N,N,Y,Y,5,5,131,150
Allium_przewalskianum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2000,4800,4250,Generalist,N,N,N,Y,Y,10,10,130,150
Allium_przewalskianum,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2000,4800,4250,Generalist,N,N,N,Y,Y,12.5,10,132,150
Allium_rude,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2700,5000,4250,Generalist,N,N,N,Y,Y,12.5,10,88,100
Allium_rude,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2700,5000,4250,Generalist,N,N,N,Y,N,15,15,119,150
Allium_rude,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2700,5000,4250,Generalist,N,N,N,Y,Y,5.416666667,5,110,150
Allium_rude,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2700,5000,4250,Generalist,N,N,N,Y,Y,10.20833333,10,111,150
Allium_sikkimense,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2400,5000,4250,Generalist,N,N,N,Y,Y,5,5,34,100
Allium_sikkimense,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2400,5000,4250,Generalist,N,N,N,Y,Y,10,10,15,100
Allium_sikkimense,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2400,5000,4250,Generalist,N,N,N,Y,Y,12.5,10,120,150
Allium_victorialis,Southern_Alps,Mondoni,Population_19,45.83269,6.866233,1390,3250,1880,Strict,N,Y,N,Y,N,15,15,13,30
Allium_victorialis,Southern_Alps,Mondoni,Population_19,45.83269,6.866233,1390,3250,1880,Strict,N,Y,N,Y,N,20,20,8,30
Allium_victorialis,Southern_Alps,Mondoni,Population_20,45.83269,6.866233,1390,3250,1880,Strict,N,Y,N,Y,Y,20,20,31,38
Allium_victorialis,Southern_Alps,Mondoni,Population_21,45.83269,6.866233,1390,3250,1880,Strict,N,Y,N,Y,Y,20,20,12,30
Alstroemeria_pallida,Central_Andes,Cavieres,Population_469,-33.3352,-70.279283,1100,2800,2600,Generalist,N,N,N,Y,Y,7.5,5,17,75
Anaphalis_flavescens,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2800,4700,4250,Generalist,N,N,N,Y,N,15,15,138,150
Anaphalis_flavescens,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2800,4700,4250,Generalist,N,N,N,Y,Y,5.416666667,5,100,150
Anaphalis_flavescens,Qinghai-Tibet_Plateau,Liu,Population_529,35.85,102,2800,4700,4250,Generalist,N,N,N,Y,Y,10.20833333,10,139,150
Anaphalis_nepalensis,Qinghai-Tibet_Plateau,Bu,Population_529,35.85,102,2400,4500,4250,Generalist,N,N,N,Y,Y,12.5,10,136,150
Anarthrophyllum_cumingii,Central_Andes,Cavieres,Population_469,-33.3352,-70.279283,1800,3000,2600,Generalist,N,N,N,Y,Y,7.5,5,93,210
Anarthrophyllum_cumingii,Central_Andes,Cavieres,Population_469,-33.3352,-70.279283,1800,3000,2600,Generalist,N,N,Y,Y,Y,7.5,5,42,140
Anarthrophyllum_cumingii,Central_Andes,Cavieres,Population_469,-33.3352,-70.279283,1800,3000,2600,Generalist,N,N,Y,Y,Y,15,15,25,25
Anarthrophyllum_cumingii,Central_Andes,Cavieres,Population_469,-33.3352,-70.279283,1800,3000,2600,Generalist,N,N,Y,Y,Y,20,20,25,25
Anarthrophyllum_gayanum,Central_Andes,Cavieres,Population_469,-33.3352,-70.279283,2000,3700,2600,Strict,N,N,N,Y,Y,7.5,5,24,160
Anarthrophyllum_gayanum,Central_Andes,Cavieres,Population_469,-33.3352,-70.279283,2000,3700,2600,Strict,N,N,Y,Y,Y,7.5,5,47,225
